0,0.066666667,0.033333333,0,0.066666667,0.066666667,0,0,0.033333333,0.033333333,0.066666667,0.033333333,0,0.066666667,0.033333333,0.066666667,0
1,0.03030303,0,0,0.12121212,0.03030303,0.060606061,0.03030303,0,0,0.060606061,0.03030303,0.03030303,0,0,0.03030303,0.03030303
2,0.090909091,0,0,0,0.18181818,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0
3,0.027777778,0.055555556,0.055555556,0,0,0,0.055555556,0,0.083333333,0.055555556,0,0,0.083333333,0,0.11111111,0
4,0.032786885,0.081967213,0.032786885,0.049180328,0.016393443,0.016393443,0.032786885,0.016393443,0.016393443,0.032786885,0.06557377,0.049180328,0.016393443,0.032786885,0.032786885,0.032786885
5,0.026548673,0.017699115,0,0.017699115,0.026548673,0.053097345,0.03539823,0.026548673,0.03539823,0.044247788,0.026548673,0.061946903,0.044247788,0.03539823,0.017699115,0.026548673
6,0,0.055555556,0.055555556,0.055555556,0,0.055555556,0,0.055555556,0.055555556,0,0.11111111,0,0.055555556,0,0.055555556,0
7,0.076923077,0.076923077,0,0,0,0.076923077,0.076923077,0,0.076923077,0,0,0.076923077,0,0.076923077,0,0.076923077
8,0.071428571,0.071428571,0,0.071428571,0,0.14285714,0,0,0,0.071428571,0,0,0.071428571,0,0,0.14285714
9,0.04,0,0.08,0.08,0.04,0.04,0,0.08,0,0.08,0,0.04,0,0.04,0,0
10,0,0,0.055555556,0,0,0,0,0.11111111,0,0.055555556,0.055555556,0.055555556,0,0.055555556,0.055555556,0
11,0.022988506,0.057471264,0.045977011,0.011494253,0.08045977,0.011494253,0.011494253,0.057471264,0.022988506,0.057471264,0.022988506,0.034482759,0.057471264,0,0.045977011,0.068965517
12,0.047619048,0,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0.047619048,0.095238095,0.047619048,0.095238095,0.095238095,0.047619048
13,0.066666667,0,0.13333333,0.066666667,0,0.066666667,0.066666667,0,0,0.066666667,0,0.066666667,0,0,0,0
14,0,0.023255814,0.093023256,0.023255814,0.046511628,0.023255814,0.069767442,0,0.023255814,0.023255814,0.093023256,0.046511628,0.023255814,0.069767442,0,0.023255814
15,0.041666667,0,0,0.041666667,0.041666667,0,0,0,0.083333333,0,0,0,0.125,0.041666667,0.041666667,0
16,0.043478261,0.065217391,0.02173913,0.065217391,0.02173913,0.065217391,0,0,0.043478261,0.043478261,0,0,0.043478261,0.065217391,0,0.02173913
