Source,Target,Weight,Type
74,15,0.0625,undirected
75,0,0.066666667,undirected
75,2,0.066666667,undirected
75,4,0.066666667,undirected
75,8,0.13333333,undirected
75,9,0.066666667,undirected
75,14,0.13333333,undirected
76,4,0.058823529,undirected
76,5,0.058823529,undirected
76,6,0.058823529,undirected
76,7,0.058823529,undirected
76,9,0.058823529,undirected
76,10,0.058823529,undirected
76,11,0.058823529,undirected
76,13,0.058823529,undirected
77,0,0.024691358,undirected
77,1,0.049382716,undirected
77,2,0.024691358,undirected
77,3,0.037037037,undirected
77,4,0.012345679,undirected
77,5,0.074074074,undirected
77,6,0.024691358,undirected
77,7,0.012345679,undirected
77,8,0.024691358,undirected
77,9,0.037037037,undirected
77,10,0.037037037,undirected
77,11,0.037037037,undirected
77,12,0.024691358,undirected
77,13,0.037037037,undirected
77,14,0.024691358,undirected
77,15,0.024691358,undirected
78,0,0.038461538,undirected
78,3,0.038461538,undirected
78,4,0.038461538,undirected
78,5,0.038461538,undirected
78,6,0.038461538,undirected
78,7,0.038461538,undirected
78,8,0.038461538,undirected
78,11,0.038461538,undirected
78,12,0.11538462,undirected
78,15,0.038461538,undirected
79,2,0.071428571,undirected
79,3,0.035714286,undirected
79,4,0.035714286,undirected
79,5,0.035714286,undirected
79,6,0.071428571,undirected
79,7,0.035714286,undirected
79,10,0.035714286,undirected
79,12,0.035714286,undirected
79,14,0.071428571,undirected
79,15,0.035714286,undirected
80,0,0.06,undirected
80,1,0.06,undirected
80,2,0.04,undirected
80,4,0.06,undirected
80,5,0.04,undirected
80,6,0.04,undirected
80,7,0.02,undirected
80,9,0.04,undirected
80,10,0.02,undirected
80,11,0.02,undirected
80,12,0.02,undirected
80,13,0.04,undirected
80,14,0.04,undirected
81,0,0.031088083,undirected
81,1,0.025906736,undirected
81,2,0.020725389,undirected
81,3,0.010362694,undirected
81,4,0.041450777,undirected
81,5,0.051813472,undirected
81,6,0.041450777,undirected
81,7,0.031088083,undirected
81,8,0.056994819,undirected
81,9,0.025906736,undirected
81,10,0.051813472,undirected
81,11,0.020725389,undirected
81,12,0.03626943,undirected
81,13,0.03626943,undirected
81,14,0.046632124,undirected
81,15,0.020725389,undirected
82,1,0.03125,undirected
82,3,0.03125,undirected
82,4,0.03125,undirected
82,5,0.03125,undirected
82,6,0.0625,undirected
82,7,0.03125,undirected
82,11,0.0625,undirected
82,12,0.0625,undirected
82,13,0.03125,undirected
82,14,0.03125,undirected
83,0,0.090909091,undirected
83,1,0.045454545,undirected
83,3,0.045454545,undirected
83,5,0.045454545,undirected
83,6,0.090909091,undirected
83,7,0.045454545,undirected
83,13,0.045454545,undirected
83,15,0.045454545,undirected
84,0,0.076923077,undirected
84,1,0.076923077,undirected
84,3,0.038461538,undirected
84,5,0.038461538,undirected
84,6,0.038461538,undirected
84,9,0.076923077,undirected
84,11,0.076923077,undirected
84,12,0.038461538,undirected
84,13,0.076923077,undirected
84,14,0.076923077,undirected
84,15,0.038461538,undirected
85,0,0.0625,undirected
85,4,0.0625,undirected
85,7,0.0625,undirected
85,8,0.0625,undirected
85,10,0.0625,undirected
85,11,0.0625,undirected
85,14,0.125,undirected
86,2,0.1,undirected
86,3,0.1,undirected
86,7,0.1,undirected
86,8,0.1,undirected
86,10,0.1,undirected
87,0,0.012987013,undirected
87,1,0.077922078,undirected
87,2,0.012987013,undirected
87,3,0.025974026,undirected
87,5,0.038961039,undirected
87,6,0.012987013,undirected
87,7,0.064935065,undirected
87,8,0.064935065,undirected
87,9,0.025974026,undirected
87,10,0.051948052,undirected
87,12,0.012987013,undirected
87,13,0.051948052,undirected
87,14,0.025974026,undirected
87,15,0.025974026,undirected
88,0,0.10526316,undirected
88,2,0.052631579,undirected
88,3,0.026315789,undirected
88,4,0.10526316,undirected
88,5,0.052631579,undirected
88,6,0.026315789,undirected
88,7,0.052631579,undirected
88,8,0.026315789,undirected
88,10,0.10526316,undirected
88,12,0.052631579,undirected
88,14,0.026315789,undirected
88,15,0.026315789,undirected
89,2,0.06779661,undirected
89,3,0.016949153,undirected
89,4,0.050847458,undirected
89,5,0.084745763,undirected
89,6,0.016949153,undirected
89,7,0.033898305,undirected
89,9,0.06779661,undirected
89,10,0.016949153,undirected
89,11,0.033898305,undirected
89,12,0.06779661,undirected
89,14,0.06779661,undirected
89,15,0.016949153,undirected
90,0,0.024390244,undirected
90,3,0.048780488,undirected
90,4,0.073170732,undirected
90,5,0.048780488,undirected
90,8,0.048780488,undirected
90,9,0.024390244,undirected
90,10,0.024390244,undirected
90,11,0.024390244,undirected
90,12,0.024390244,undirected
90,13,0.024390244,undirected
90,14,0.024390244,undirected
90,15,0.024390244,undirected
91,2,0.052631579,undirected
91,4,0.052631579,undirected
91,5,0.15789474,undirected
91,6,0.10526316,undirected
91,11,0.10526316,undirected
91,14,0.052631579,undirected
91,15,0.052631579,undirected
92,2,0.15789474,undirected
92,3,0.052631579,undirected
92,8,0.052631579,undirected
92,9,0.10526316,undirected
92,11,0.10526316,undirected
92,14,0.052631579,undirected
92,15,0.052631579,undirected
93,0,0.037037037,undirected
93,1,0.037037037,undirected
93,2,0.037037037,undirected
93,3,0.018518519,undirected
93,4,0.11111111,undirected
93,6,0.055555556,undirected
93,8,0.018518519,undirected
93,9,0.018518519,undirected
93,10,0.037037037,undirected
93,11,0.037037037,undirected
93,12,0.018518519,undirected
93,14,0.018518519,undirected
93,15,0.018518519,undirected
94,3,0.1,undirected
94,5,0.1,undirected
94,6,0.05,undirected
94,11,0.05,undirected
94,12,0.1,undirected
94,14,0.05,undirected
94,15,0.05,undirected
95,0,0.034482759,undirected
95,1,0.051724138,undirected
95,2,0.034482759,undirected
95,3,0.086206897,undirected
95,4,0.051724138,undirected
95,5,0.034482759,undirected
95,8,0.017241379,undirected
95,9,0.034482759,undirected
95,10,0.034482759,undirected
95,11,0.034482759,undirected
95,12,0.068965517,undirected
95,13,0.034482759,undirected
95,14,0.017241379,undirected
95,15,0.017241379,undirected
96,0,0.041666667,undirected
96,1,0.041666667,undirected
96,2,0.020833333,undirected
96,3,0.020833333,undirected
96,4,0.041666667,undirected
96,6,0.0625,undirected
96,7,0.041666667,undirected
96,9,0.0625,undirected
96,10,0.083333333,undirected
96,11,0.020833333,undirected
96,14,0.020833333,undirected
96,15,0.020833333,undirected
97,1,0.125,undirected
97,3,0.125,undirected
97,13,0.25,undirected
98,1,0.047619048,undirected
98,2,0.047619048,undirected
98,3,0.095238095,undirected
98,5,0.047619048,undirected
98,9,0.095238095,undirected
98,10,0.047619048,undirected
98,11,0.047619048,undirected
98,13,0.047619048,undirected
99,0,0.034482759,undirected
99,3,0.068965517,undirected
99,4,0.068965517,undirected
99,5,0.034482759,undirected
99,6,0.068965517,undirected
99,7,0.068965517,undirected
99,8,0.034482759,undirected
99,11,0.068965517,undirected
99,15,0.034482759,undirected
100,0,0.047619048,undirected
100,1,0.047619048,undirected
100,2,0.095238095,undirected
100,7,0.047619048,undirected
100,8,0.047619048,undirected
100,10,0.095238095,undirected
