word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15
ασυνδετος,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0.0044642857
λειποντος,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
αστραπτων,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
φαινων,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
ου,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
γραπτεον,0,0.004784689,0.0046948357,0,0.0047393365,0.0092592593,0.0098522167,0,0.0052083333,0.0042918455,0,0.0050761421,0.010050251,0,0.0047619048,0.0089285714
τινες,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
γενηται,0.0099502488,0,0,0,0,0,0.0049261084,0.0049019608,0,0.008583691,0,0,0,0,0.0047619048,0
ομηρικωτερον,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
λεγειν,0,0,0,0,0.0047393365,0,0.0049261084,0,0,0,0,0,0.0050251256,0,0,0.0044642857
γενωνται,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
κυματα,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
σπαρτα,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
λελυνται,0.0049751244,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
επανω,0,0,0,0.0048543689,0.0047393365,0.0046296296,0,0.0049019608,0.0052083333,0.008583691,0.0099502488,0,0,0,0,0
εξης,0.0099502488,0,0.0046948357,0.019417476,0.009478673,0.0046296296,0,0.0049019608,0.0052083333,0.012875536,0.0099502488,0.0050761421,0.0050251256,0.0047393365,0.014285714,0
χωριστεον,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
δημητριον,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
πολις,0,0,0,0.0048543689,0,0,0.0098522167,0,0,0,0,0,0,0,0,0
καθ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
εαυτην,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
εστιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ασυνδετως,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
εξενηνεκται,0,0,0,0,0.0047393365,0,0.0049261084,0,0,0,0,0,0,0,0,0
ερμιονην,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
ασην,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
τροιζην,0,0,0.0046948357,0,0,0,0.0049261084,0,0,0,0,0,0,0,0,0
ηϊονας,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
ερμιονη,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
ασυνδετα,0,0,0,0,0,0.0046296296,0,0,0,0,0,0.0050761421,0,0,0,0
συναπτουσιν,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
ιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
πυρασος,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
λεγηται,0,0,0.0046948357,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
δημητρος,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
τεμενος,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
ευκαρπιαν,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
κακως,0,0,0,0,0.0047393365,0,0.0049261084,0,0,0,0,0,0,0.0047393365,0,0
υπο,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
νεφη,0,0,0,0,0,0,0,0,0,0,0,0,0.010050251,0,0,0
τοπω,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ουνον,0,0.004784689,0,0,0.0047393365,0,0,0,0,0,0,0,0,0.0047393365,0,0
τοπον,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0.0044642857
διο,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ολυμπου,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
κορυφας,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
επ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ουνιους,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
νοητεον,0,0,0,0.0097087379,0,0,0,0,0.0052083333,0,0,0,0,0.0047393365,0,0.0044642857
ει,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
θησεως,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
λεγει,0.0049751244,0,0.0093896714,0.014563107,0.009478673,0.0092592593,0.0049261084,0,0.0052083333,0.0042918455,0.0099502488,0,0.0050251256,0.009478673,0.0047619048,0.0044642857
μρα,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
αθετητεον,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
απιθανον,0,0.004784689,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
ελενης,0,0,0,0,0,0,0,0,0,0.008583691,0,0,0,0,0,0.0044642857
αμφιπολον,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
υπεραρχαιαν,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
εκποιει,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
ζην,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μηκος,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
χρονου,0,0,0,0.0048543689,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
ομωνυμια,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
καθαπερ,0,0,0,0,0,0,0.0049261084,0,0,0,0,0,0,0.0047393365,0,0
πλειονων,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
δυναται,0,0,0,0,0.0047393365,0.013888889,0,0.0049019608,0,0,0,0,0,0,0,0
μενειν,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
αλλοι,0.0049751244,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0.0047393365,0,0
εισιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ομωνυμοι,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
ϊλιακα,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
αδραστος,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τευθρας,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
οινομαος,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
τιθεισι,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
τριτα,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
πληθυντικα,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
οριστικα,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
ενεστωτος,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
αυτην,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
φωνην,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
αποφερεται,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
πληθυντικαις,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
δοτικαις,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μετοχαισ,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
λεγομεν,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0.0047619048,0
λεγετε,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
λεγουσι,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
λεγουσιν,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ισταμεν,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
ιστατε,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
ιστασι,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
ιστασιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
ϊεμ,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
ιετε,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
ιεισι,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
ιεντες,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
ιεντων,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
ϊεισιν,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αντιπιπτει,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
μονον,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
τι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αιτιον,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
φασι,0.0049751244,0,0,0,0,0.0046296296,0,0,0,0,0,0.010152284,0,0.0047393365,0,0.0089285714
μετοχικον,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
στασι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
ασκαλωνιτης,0.0049751244,0,0,0,0,0.0046296296,0,0.0049019608,0,0,0.0049751244,0,0.0050251256,0,0,0
περι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
κρατη,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ιου,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
αιρεσεως,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
φησιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ωκα,0,0,0.0046948357,0,0,0,0,0,0.0052083333,0,0,0,0.0050251256,0,0,0
ηκα,0,0.004784689,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0.0044642857
απολογουμ,0,0,0,0,0,0,0.0049261084,0,0,0,0,0,0,0,0,0
ελενην,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
πυργον,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
ιουσαν,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αρμοζειν,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
δρομαιαν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
προσερχεσθαι,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
ετι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
καταλαβη,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
αυτους,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ταυτα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
διαλεγομενουσ,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
αρετη,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
πρεποντος,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
αφαιρειται,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
πρεσβυτων,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ουδεν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ετερον,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
αρμοζει,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
μαλλιστα,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
καλλος,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
γυναικος,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
θαυμασαντες,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
ιδιων,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
καταφρονουσι,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
κινδυνων,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
αλλον,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
ακουειν,0.0049751244,0,0,0.0048543689,0,0,0,0.0098039216,0,0,0,0,0,0,0,0
αμφοτερα,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0.0047393365,0,0
εφυλαξεν,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
εγκωμιον,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
πρεσβυταις,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
προσθεις,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
πλησιον,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0.009478673,0,0
ϊδομενευς,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
αιαντος,0,0.004784689,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
τελαμωνιου,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
ετασσετο,0,0,0,0,0,0,0.0049261084,0,0,0,0,0,0,0,0,0
επιπολησιν,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
συμφωνως,0.0049751244,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
παραιτητεον,0,0,0,0,0,0.0046296296,0,0,0,0,0.0049751244,0.010152284,0,0,0,0
αρα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
εκεινον,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
στιχον,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
καταλογῳ,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
τινων,0,0,0,0.0048543689,0,0,0.0049261084,0,0,0,0,0,0,0,0,0
γραφομενον,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
στησε,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αγων,0,0,0.0046948357,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0.0044642857
ϊν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αθηναιων,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
ϊσταντο,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
φαλαγγες,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ησαν,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0.0047619048,0
αθηναιοι,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
εκαστην,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
προσαγορευσιν,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
μεγιστε,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
επακουεισ,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
ποταμοι,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
γαια,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
τελεια,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0.0047393365,0,0
ομοσσῃ,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
ασυνδετον,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
πως,0,0,0.0046948357,0.0048543689,0,0,0.0049261084,0,0,0,0,0.0050761421,0,0.009478673,0.0047619048,0.0044642857
πολυχαλκον,0.0049751244,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
παλιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
χρυσουν,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0.0047393365,0,0
χρυσεω,0,0,0,0,0,0,0.0049261084,0,0,0,0,0,0,0,0,0
απεδῳ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
οταν,0,0,0,0,0,0.0046296296,0.0049261084,0,0,0,0,0,0.0050251256,0.0047393365,0.0047619048,0.0044642857
στερεον,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
βουλεται,0,0,0,0.0048543689,0,0,0,0.0049019608,0,0,0,0.0050761421,0,0,0.0047619048,0
τοτε,0.0049751244,0,0,0.0048543689,0,0,0,0,0,0,0,0.0050761421,0,0,0.0047619048,0
καλον,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
σφυσι,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
εγκλισιν,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αναγνωστεον,0.0049751244,0.004784689,0.0093896714,0,0.009478673,0.0046296296,0.0049261084,0,0.0052083333,0.0042918455,0.0099502488,0,0.0050251256,0.0047393365,0.014285714,0.0044642857
νυν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ινα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
απλην,0.0049751244,0,0.0046948357,0,0,0,0.0049261084,0,0,0,0,0,0,0.0047393365,0,0
αντωνυμιαν,0,0,0.0046948357,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
μεταληψις,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0.0047619048,0
παρατηρημ,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
απ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αρισταρχ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
παραγγειλαντες,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
διηνεκει,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
αναγνωσιν,0,0,0,0.0048543689,0,0.0046296296,0,0,0,0,0,0.0050761421,0,0.0047393365,0,0
εφυλαξαν,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
αληθες,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
σφισιν,0.0049751244,0,0,0,0,0,0.0098522167,0.0049019608,0,0,0,0,0,0,0,0
εγκλιτικῃ,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
ουσα,0,0.004784689,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
μεταλαμβανεται,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0.0089285714
ωσπερ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
σφισι,0,0,0,0,0,0,0,0,0,0.0042918455,0.0049751244,0,0,0,0,0
κυδος,0,0,0,0,0,0,0.0049261084,0,0,0,0,0,0,0,0,0
ορεξω,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
μην,0.0049751244,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
ορθοτονουμενη,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
παντως,0,0,0,0,0,0,0.0049261084,0,0,0,0,0,0.0050251256,0,0,0.0044642857
συνθετον,0.0049751244,0,0.0046948357,0,0,0.0046296296,0,0,0.0052083333,0.0042918455,0,0,0.0050251256,0.0047393365,0,0
αι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ειχον,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
αναγον,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
ζυγους,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
εργαζεσθαι,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
αυτοις,0,0.004784689,0.0046948357,0.0048543689,0.0047393365,0,0,0.0049019608,0,0,0,0,0,0,0.0047619048,0
δαιτα,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
πενεσθαι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
μονῳ,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
διϊ,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
γανυμηδ,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
υπηρετει,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
ρητεον,0.0049751244,0,0,0,0.0047393365,0.0046296296,0.0098522167,0,0.0052083333,0,0,0.0050761421,0.010050251,0.009478673,0.0047619048,0
ηβη,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
απασι,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
διακονει,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
επει,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
θειον,0,0,0.0046948357,0,0,0,0,0.0098039216,0,0,0,0,0.0050251256,0,0,0
αει,0,0,0.0046948357,0.0048543689,0.0047393365,0,0,0,0.0052083333,0,0,0,0,0,0,0
νεαζει,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
ηβα,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
τουτ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αμβροσια,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
νεκταρ,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
νεαζειν,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
γεγενημενον,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
ασεβει,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
πανδαρος,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
αθηνα,0,0,0,0,0,0,0,0,0.0052083333,0,0.0049751244,0,0,0,0,0
συνεβουλευσεν,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
ζευς,0.0049751244,0.004784689,0,0.0048543689,0,0.0092592593,0,0,0,0,0.0049751244,0.0050761421,0,0,0,0.0089285714
απεσταλκεν,0,0,0,0,0,0,0.0049261084,0,0,0,0,0,0,0,0,0
ειδως,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ορκους,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
γεγενημενους,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
ουδε,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ετερως,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
τρωες,0,0,0,0,0,0,0,0.0049019608,0,0.0042918455,0.0049751244,0,0,0,0,0
αλλοτριοις,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
ωμοσαν,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
εσπουδασεν,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
λυθηναι,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
αδικους,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
συνθηκασ,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
αθηναν,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0,0,0,0
υποληπτεον,0,0,0,0,0.0047393365,0.0046296296,0,0,0,0,0,0,0,0,0,0
λογισμον,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
πανδαρου,0,0,0,0,0,0,0.0049261084,0,0,0,0,0,0,0,0,0
εαυτον,0,0,0,0,0,0,0.0049261084,0,0,0.0042918455,0,0,0,0,0.0047619048,0
διελογιζετο,0,0,0,0,0,0,0,0,0,0,0.0049751244,0,0,0,0,0
απιστοι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
λυκαονες,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
αριστοτε,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μαρτυρει,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ομηρου,0,0,0.0046948357,0,0.009478673,0,0,0,0,0,0,0,0,0,0,0
λυοντες,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
προειρηκεναι,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
ποιητην,0,0,0,0,0,0,0,0,0,0.0042918455,0,0,0,0,0,0
πειραντ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047393365,0,0
εθελῃσιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0
πειθειν,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0,0
αλλης,0,0,0,0,0,0.0046296296,0,0,0,0,0.0099502488,0,0,0,0.0047619048,0.0044642857
αρχης,0,0,0,0,0,0.0092592593,0,0.0049019608,0.0052083333,0.0042918455,0,0,0.0050251256,0,0,0
τελειᾳ,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0.0044642857
προ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ιδιως,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ειρηκεν,0,0,0.0046948357,0,0,0,0,0,0.0052083333,0,0,0.0050761421,0,0.0047393365,0,0
ουτε,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μελαντερον,0,0,0,0,0,0,0,0,0,0,0,0.0050761421,0.0050251256,0,0,0.0044642857
πισσης,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
μελανος,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0.0050251256,0,0,0
πισσα,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0.0047619048,0.0044642857
κεχρηται,0,0,0,0,0.0047393365,0.0046296296,0,0,0,0,0,0.0050761421,0,0,0.0047619048,0
συγκριτικῳ,0,0,0,0,0,0,0,0.0049019608,0,0,0,0,0,0,0,0
απλου,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
ϊοντι,0,0,0,0,0,0,0,0,0.0052083333,0,0,0,0,0,0,0
επειτα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
ηϋτε,0,0,0,0,0,0.0046296296,0,0,0,0,0,0,0,0,0.0047619048,0
αιπολῳ,0,0,0,0,0.0047393365,0,0,0,0,0,0,0,0,0,0,0
πορρω,0,0,0,0.0048543689,0,0,0,0,0,0,0,0,0,0,0,0
διατελουντι,0,0,0.0046948357,0,0,0,0,0,0,0,0,0,0,0,0,0
καταφαινεται,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
νεφος,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044642857
ομοιον,0,0.004784689,0,0,0,0.0092592593,0.0049261084,0.0049019608,0,0,0,0,0.0050251256,0,0,0
πισση,0.0049751244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
