word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24
ἐρρων,0,0.00021673169,0,0,0,0,0.00021263024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021819769,0,0.00042634833,0
πορευομενος,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021422451,0,0
χωλοτητα,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
φθειρομενος,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἡμειβετ,0,0,0,0,0.00021915407,0,0.00021263024,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
περιπαθες,0.00021537799,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0.00021621622,0,0,0,0,0,0
εὐεργετησασα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0
ἀμοιβας,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021810251,0,0,0,0,0,0,0,0,0
εὑρισκεται,0,0.00021673169,0,0.00021505376,0,0,0,0.00021208908,0,0,0,0,0.00021473051,0,0.00021294719,0,0,0.000213858,0,0.00043706294,0.00021645022,0,0,0.00021317416,0
λαμβανουσα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
κατατιθεμενη,0,0,0,0,0,0,0.00021263024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
συμβαλλεται,0.00021537799,0,0,0.00021505376,0,0,0.00021263024,0,0,0,0,0.00021973193,0,0,0,0,0,0,0,0,0,0,0,0,0
εθελουσα,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μετεβαλλετο,0,0,0.00021349274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
προειδυια,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021819769,0,0,0.00022016733
ἐσεσθαι,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0.00042435816,0,0,0,0,0,0.00021422451,0,0
γαμῳ,0,0,0.00021349274,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
δυσχερη,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0.000213858,0,0,0,0,0.00021422451,0,0
ἀπηρνειτο,0,0,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
συζευξιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0
διηγημα,0,0,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0
κουρην,0,0,0,0.00021505376,0.00021915407,0,0,0,0,0,0.00021630976,0,0,0,0,0,0.00021217908,0,0,0.00021853147,0,0,0,0,0.00022016733
εθρεψε,0,0,0,0,0,0,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
συνηγαγε,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021819769,0,0,0
εἰρημενα,0.00021537799,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0.00021810251,0,0,0,0.00021853147,0.00043290043,0,0,0,0
ἐκεινα,0.00021537799,0.00043346337,0,0,0.00021915407,0,0.00021263024,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ᾠχομεθ,0,0,0,0.00021505376,0,0,0,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἱερην,0,0.00021673169,0,0,0,0,0,0,0,0,0,0.00021973193,0,0,0,0,0,0.000213858,0,0,0,0,0,0,0
ἐπιδεικνυσιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021729683,0,0,0,0,0,0,0,0,0,0,0
τελευτησας,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022016733
ἀπωλεσε,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
παρεστιν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022016733
ληψομενη,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
λιταις,0,0,0,0,0,0,0,0,0,0,0.00021630976,0.00021973193,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
ἐξεπεμψε,0,0,0,0,0,0,0,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἑκουσιως,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
κατελεησας,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021645022,0,0,0,0
φθοραν,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022016733
ϊκετευσε,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
δοθηναι,0,0,0,0,0,0.00021213407,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
οπλα,0,0.00021673169,0,0.00021505376,0.00021915407,0.00021213407,0,0.00042417815,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τουνεκα,0,0.00021673169,0,0.00021505376,0,0,0.00021263024,0,0.00021710812,0.00021838829,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
μετριως,0,0,0,0.00021505376,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0
αιτουμενη,0,0,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
οφειλομενην,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
ἀπαιτουσα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021294719,0,0,0,0,0,0,0,0,0,0
υἱει,0,0,0,0.00021505376,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0,0.00021645022,0,0.00021422451,0,0
ωκυμορω,0,0,0.00021349274,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
διαλειπει,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021621622,0,0,0,0,0,0
προβαλλομενη,0,0,0,0,0,0,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
τιμησον,0,0,0,0,0,0,0,0,0.00021710812,0,0,0.00021973193,0,0,0,0,0,0,0,0,0,0,0,0,0
ὠκυμορωτατος,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021621622,0,0,0,0,0,0
ωκυμορῳ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022016733
συνθεκτελιπται,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0
θωρηχ,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
καταλληλως,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
ηθετημενοι,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
περισσοι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021294719,0,0,0,0,0,0,0,0,0,0
ἀπωλεσεν,0,0,0,0.00021505376,0.00021915407,0,0,0,0,0,0,0,0,0,0.00021294719,0,0,0,0,0,0,0,0,0,0
εταιρος,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἀναφορας,0,0,0,0,0,0,0,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ᾠηθησαν,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0
προειρηκει,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
ἀνῃρηται,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
θανατοιο,0,0.00021673169,0,0,0,0.00021213407,0.00042526047,0,0,0.00021838829,0,0.00021973193,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0.00022016733
ϊκανοι,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0.000213858,0,0,0,0,0,0,0
ἐπιφερομενον,0,0.00043346337,0.00021349274,0,0,0,0,0.00021208908,0,0,0,0,0.00021473051,0.00021729683,0.00021294719,0.00021810251,0.00021217908,0,0.00021621622,0,0.00021645022,0,0,0.00063952249,0
δυναιμην,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021422451,0,0
ἀπαλλαξαι,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
καλλιστα,0,0,0.00021349274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
συμμετρως,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021819769,0,0,0
ὑποσχεσει,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ευεργεσιας,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τοσαυτα,0,0.00021673169,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0.00021294719,0,0,0,0,0,0,0,0,0,0
ἐξετεινεν,0,0,0,0,0,0,0.00021263024,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἀποδιδωσι,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἐποιησατο,0,0,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0.00021621622,0,0,0,0,0,0
παντοιην,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
εὐπρηστον,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
ἀκουουσι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021294719,0,0,0,0,0,0,0,0.00021422451,0,0
πραξιν,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0,0,0.00021294719,0,0,0,0,0.00021853147,0,0,0,0,0
ευαρμοστον,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
πυραγρην,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021422451,0,0
χαλκευτικον,0,0,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
καρκινον,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0
ὀξυλαβον,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021621622,0,0,0,0,0,0
ἀγρευειν,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ῥαιστηρα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021819769,0,0,0
σφοιραν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
σιδηραν,0,0,0,0,0.00021915407,0,0,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ῥαιζειν,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μαχαιραν,0.00021537799,0.00021673169,0,0,0.00021915407,0,0,0,0,0,0,0,0.00021473051,0,0,0,0.00021217908,0,0,0,0.00021645022,0.00021819769,0,0,0
κατασκευαζει,0,0,0,0,0,0,0,0.00042417815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μαχαιρα,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
σκευος,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021645022,0,0,0,0
εὐκτητον,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021819769,0,0,0
ὑπεξῃρηται,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
ετεραν,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021621622,0,0,0,0.00021422451,0,0
ἀρκεσθεις,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
κεφαλαιωδει,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
προεκθεσει,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
ετραγωδησεν,0,0,0,0,0,0,0,0,0,0,0,0.00021973193,0,0,0,0,0,0,0,0,0,0,0,0,0
φυσας,0,0,0,0,0,0,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
ποικιλιας,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
κατασκευην,0,0,0.00064047822,0,0,0.00021213407,0,0,0,0,0,0,0,0,0.00021294719,0,0.00021217908,0,0,0,0,0,0.00021422451,0,0.00022016733
ἐμελλε,0,0,0,0.00021505376,0,0,0,0,0.00043421624,0.00021838829,0.00021630976,0,0,0,0,0,0,0,0,0.00021853147,0.00021645022,0.00043639537,0,0.00021317416,0
σεληνην,0,0,0,0,0,0,0.00021263024,0,0,0,0,0.00021973193,0,0,0,0,0,0,0,0,0,0,0,0,0
πληθουσαν,0,0,0,0.00021505376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
πεπληρωμενην,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἐγκυμονα,0,0,0,0,0,0,0.00021263024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ηλιακου,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
σεληνον,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021810251,0,0,0,0,0,0,0,0,0
πληϊαδας,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213858,0.00021621622,0,0,0,0.00021422451,0,0
ἑπτα,0.00021537799,0.00021673169,0.00021349274,0,0.00043830813,0,0,0,0,0.00021838829,0.00021630976,0.00043946385,0,0.00043459365,0,0.00021810251,0,0,0,0.00021853147,0,0.00021819769,0,0,0
ἀστερες,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0.00042844901,0,0
κειμενοι,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0.00021422451,0.00021317416,0
ταρου,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
χοτομηματος,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
σωος,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021422451,0,0
ανηστερισται,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἰσχιων,0,0,0,0,0,0,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
αὑται,0,0,0,0,0,0.00021213407,0,0.00021208908,0,0,0,0,0,0.00021729683,0.00021294719,0,0,0.000213858,0,0,0,0,0,0,0
γιγαντων,0,0.00043346337,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
θυγατερας,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021422451,0.00063952249,0
παρθενειαν,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021729683,0,0,0,0,0,0,0,0,0,0,0
ἀγαπησασαι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213858,0,0,0,0,0,0,0
συνεκυνηγουν,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022016733
ἠρασθη,0,0.00021673169,0,0,0,0.00021213407,0.00021263024,0,0,0,0,0,0,0,0,0.00021810251,0,0,0,0,0,0,0,0.00021317416,0
ἐδιωκε,0,0,0.00042698548,0,0,0,0.00021263024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μιγηναι,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0.00021645022,0,0,0,0
βουλομενος,0.00021537799,0,0.00042698548,0.00021505376,0,0,0.00042526047,0.00021208908,0.00021710812,0.00021838829,0.00064892927,0.00043946385,0,0,0,0,0.00021217908,0,0.00021621622,0,0,0,0,0,0
περικαταληπτοι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213858,0,0,0,0,0,0,0
γενομεναι,0,0,0,0,0,0,0,0.00021208908,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ηυξαντο,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021729683,0,0,0,0,0,0,0,0,0,0,0
μεταβαλειν,0,0,0,0,0,0,0.00021263024,0,0,0,0,0,0,0.00021729683,0,0,0,0,0,0,0,0,0,0,0
ἀρκτων,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0.00021317416,0
κατηστερισεν,0,0,0,0,0,0,0.00021263024,0,0.00021710812,0,0,0,0,0,0,0.00021810251,0,0.000213858,0,0,0,0,0,0,0
ὠνομασθησαν,0,0.00021673169,0,0.00021505376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022016733
πληϊαδες,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
πορθησιν,0,0.00021673169,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0.00021294719,0.00021810251,0,0,0,0,0.00021645022,0,0,0,0
θεασασθαι,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0.00021819769,0.00021422451,0,0
κτισμα,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἀπογονων,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
καταλιπειν,0,0,0,0,0,0,0,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
κατηστεριστο,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213858,0,0,0,0,0,0,0
ὑαδας,0,0.00021673169,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0.00021422451,0,0
κερατων,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021317416,0
ταυρου,0,0,0,0,0,0.00042426814,0,0,0,0,0,0,0,0,0.00021294719,0,0,0,0.00021621622,0,0,0,0,0,0
ὑαδες,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0.00021217908,0,0,0,0,0,0,0,0
στοιχειον,0,0,0.00021349274,0,0,0,0.00021263024,0,0,0.00021838829,0,0.00021973193,0,0,0,0,0,0.000213858,0,0,0,0,0,0,0.00022016733
αἰτιοι,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213858,0,0,0,0,0,0,0
ομβρων,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
ὑετων,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μηρου,0,0,0,0,0,0,0,0,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0.00021422451,0,0
δωδωνισι,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
νυμφαις,0,0,0,0.00021505376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τρεφειν,0,0,0,0,0,0.00021213407,0.00021263024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022016733
θρεψασαι,0,0,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
περιεσαν,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ευρεθεισα,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021729683,0,0,0,0,0,0,0,0,0,0,0
ἀμπελον,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἀνθρωποις,0,0.00021673169,0,0.00021505376,0.00021915407,0,0,0,0,0,0,0,0,0,0.00021294719,0,0,0.000213858,0,0,0.00021645022,0.00021819769,0.00021422451,0,0
συνεδιωξε,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἐκεινας,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021621622,0,0,0,0,0,0
πηληϊαδας,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
υαδας,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
κατηστερισμενας,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021294719,0,0,0,0,0,0,0,0,0,0
μετωπου,0,0,0.00021349274,0,0,0,0,0,0,0,0,0,0,0,0,0.00021810251,0,0,0,0.00021853147,0,0,0,0,0
ἡμιτομου,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
καθα,0,0,0,0,0,0,0,0,0,0,0.00021630976,0,0.00021473051,0,0,0,0.00021217908,0,0,0,0.00021645022,0.00021819769,0,0,0
κυνηγουντα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021853147,0,0,0,0,0
ὀφις,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021810251,0,0,0,0,0,0,0.00021422451,0,0
κτεινει,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0.00021473051,0,0.00021294719,0,0,0,0,0,0.00021645022,0,0,0,0.00022016733
αδελφον,0,0,0,0,0,0,0,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
θρηνουσαι,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021729683,0,0,0,0,0,0,0,0,0,0,0
ἀπολλυνται,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0.00021810251,0,0,0,0,0,0,0,0,0
λοιπας,0,0,0.00021349274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
οικτον,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
καταστερισας,0,0,0,0,0,0,0.00021263024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἐπωνομασας,0,0,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἐπῳνυμια,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021422451,0,0
ἀδελφου,0,0,0,0.00021505376,0,0.00021213407,0,0,0,0,0.00021630976,0,0,0.00043459365,0,0,0,0,0.00021621622,0,0.00021645022,0,0,0,0
βραδεως,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0.00021294719,0,0,0,0,0,0,0,0.00021422451,0,0
πλην,0,0.00021673169,0.00021349274,0,0,0.00021213407,0,0,0,0.00021838829,0,0,0,0.00021729683,0.00021294719,0,0,0,0,0,0,0.00043639537,0,0,0
ἀποθανουσαι,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
δωδωνιδας,0,0,0,0,0,0,0,0,0,0.00021838829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τροφους,0,0,0,0,0,0,0,0,0.00021710812,0,0,0,0,0,0,0,0,0,0,0,0.00021645022,0,0,0,0
παρακαταθεσθαι,0,0,0,0,0,0,0.00021263024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἐδιωξεν,0,0,0,0.00021505376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
πληϊαδων,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0.00021729683,0,0,0,0,0,0,0,0,0,0,0
οὐσων,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0,0,0,0
ἀμαυρος,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἐβδομος,0,0,0,0,0,0.00021213407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
θεοπροπον,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ἐπικηδιω,0,0,0,0,0,0,0,0.00021208908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
πορθουμενης,0,0,0,0,0.00021915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ουσαν,0.00021537799,0,0.00042698548,0,0.00021915407,0,0.00021263024,0.00021208908,0,0,0,0,0.00021473051,0,0,0,0,0,0,0,0,0.00021819769,0,0.00021317416,0
πλειαδων,0.00021537799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022016733
συνοδον,0,0,0,0,0.00021915407,0,0,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
κομας,0.00021537799,0,0,0,0,0,0,0,0,0,0.00021630976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
λυσασαν,0,0,0,0.00021505376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
