0,1.1872501,1.2910152,1.0817028,1.3021431,1.20128,1.2898149,1.207264,1.2325325,1.1015545,1.4338543,1.0252623,1.160773,1.0257069,1.2187,1.2698098,1.2166759,1.066803,0.95729222,1.1087939,1.1892244,1.196337,1.1993134,1.1723712,0.97791151
1.1872501,0,1.0590629,1.2437856,1.0845795,1.247531,1.2928938,1.2838203,1.1117295,1.0917161,1.1677306,1.0120899,1.2535441,1.2101082,1.2341794,1.0855372,1.201369,1.2867175,1.0035432,1.2689892,1.2979958,1.1333888,1.1628727,1.2831608,1.275477
1.2910152,1.0590629,0,1.1944411,1.1742293,1.1811451,1.1333277,1.220415,1.1472435,1.3855565,1.1333277,1.2298083,1.2509862,1.2397654,1.1007518,1.1220086,1.1837732,1.3116814,1.1220797,0.94820715,1.2804001,1.4272292,1.243717,0.97788292,1.1400982
1.0817028,1.2437856,1.1944411,0,1.2199577,1.1772766,1.1123648,1.2165465,1.3595982,1.229882,0.98374745,1.2419401,1.0854763,1.0318015,1.3165119,1.233972,1.2852653,1.1420206,1.1362297,1.0804708,1.2457599,1.1309727,1.3004732,1.0148364,1.2052226
1.3021431,1.0845795,1.1742293,1.2199577,0,1.0635608,1.1921808,1.377508,1.374997,1.2088362,1.1417499,1.1712417,1.0230539,1.133946,1.0905503,1.2476087,1.3702202,1.1714057,1.2833978,1.1629657,1.1416136,1.1413096,1.187888,1.1211825,0.90146318
1.20128,1.247531,1.1811451,1.1772766,1.0635608,0,1.1657602,1.0661413,1.1628689,1.0897456,1.2302987,1.2926865,1.220802,1.1240547,1.2629806,1.1721201,1.3467233,1.1615144,1.1006637,1.2670187,1.1839081,1.2745192,1.2593424,1.2166518,0.98051938
1.2898149,1.2928938,1.1333277,1.1123648,1.1921808,1.1657602,0,1.3502121,0.98343862,0.97869268,1.3444705,1.1126407,1.0012005,1.1443377,1.1027586,1.2379597,1.2447613,0.98992223,0.99118184,1.2047559,1.1358034,1.1922156,1.1125003,1.080281,1.0696535
1.207264,1.2838203,1.220415,1.2165465,1.377508,1.0661413,1.3502121,0,1.1376003,1.3179259,1.2205343,1.0050536,1.256158,0.98756046,1.1751916,1.0946658,1.2505029,1.1997592,1.1655462,1.2417501,1.2082364,1.066929,1.2946984,1.224173,1.0563469
1.2325325,1.1117295,1.1472435,1.3595982,1.374997,1.1628689,0.98343862,1.1376003,0,1.1815532,1.1144669,1.2771823,1.0131626,1.2398865,1.2780185,1.1550257,1.3329299,1.0579737,1.0816155,1.1530745,1.1137038,1.0719949,1.243594,1.1112913,1.2575062
1.1015545,1.0917161,1.3855565,1.229882,1.2088362,1.0897456,0.97869268,1.3179259,1.1815532,0,1.3269994,1.1433593,1.1410462,1.2279533,1.1347536,1.3203135,1.2667271,1.1975905,1.0784708,1.2230521,1.3321014,1.0663983,1.1068273,1.109627,1.1917995
1.4338543,1.1677306,1.1333277,0.98374745,1.1417499,1.2302987,1.3444705,1.2205343,1.1144669,1.3269994,0,1.3639551,1.2205634,1.1275306,1.3990244,1.2224555,1.1996408,1.2243229,1.1424128,1.251276,1.2948681,1.1922156,1.3869372,1.1856415,1.2264959
1.0252623,1.0120899,1.2298083,1.2419401,1.1712417,1.2926865,1.1126407,1.0050536,1.2771823,1.1433593,1.3639551,0,1.1553297,1.3163845,1.3518791,1.2048006,1.0233809,1.2860216,1.1535783,1.1338565,1.2811271,1.3069218,1.3358403,1.0502036,1.1892964
1.160773,1.2535441,1.2509862,1.0854763,1.0230539,1.220802,1.0012005,1.256158,1.0131626,1.1410462,1.2205634,1.1553297,0,1.0294805,1.040152,1.1316131,1.2924229,1.087671,1.0411085,0.92332548,1.3699287,1.0909113,1.085304,1.2864929,1.1329161
1.0257069,1.2101082,1.2397654,1.0318015,1.133946,1.1240547,1.1443377,0.98756046,1.2398865,1.2279533,1.1275306,1.3163845,1.0294805,0,0.96392641,1.3216555,1.1457152,1.0896611,1.0209724,1.0601931,0.9969712,1.0905778,1.2985446,1.2117587,1.040775
1.2187,1.2341794,1.1007518,1.3165119,1.0905503,1.2629806,1.1027586,1.1751916,1.2780185,1.1347536,1.3990244,1.3518791,1.040152,0.96392641,0,1.3421488,1.1380377,1.1486749,1.0902558,1.2379187,1.1881445,1.3099577,1.1144105,1.3417024,1.1617148
1.2698098,1.0855372,1.1220086,1.233972,1.2476087,1.1721201,1.2379597,1.0946658,1.1550257,1.3203135,1.2224555,1.2048006,1.1316131,1.3216555,1.3421488,0,1.0187125,1.24749,1.249663,1.1452313,1.1589705,1.0843544,1.1701536,1.1217972,0.97267621
1.2166759,1.201369,1.1837732,1.2852653,1.3702202,1.3467233,1.2447613,1.2505029,1.3329299,1.2667271,1.1996408,1.0233809,1.2924229,1.1457152,1.1380377,1.0187125,0,1.2811446,1.3183162,1.1573433,1.3228885,1.2611469,1.2738049,1.3802103,1.2113441
1.066803,1.2867175,1.3116814,1.1420206,1.1714057,1.1615144,0.98992223,1.1997592,1.0579737,1.1975905,1.2243229,1.2860216,1.087671,1.0896611,1.1486749,1.24749,1.2811446,0,1.3690459,1.0661978,1.2134684,1.2227339,1.1758084,1.3609814,1.0104121
0.95729222,1.0035432,1.1220797,1.1362297,1.2833978,1.1006637,0.99118184,1.1655462,1.0816155,1.0784708,1.1424128,1.1535783,1.0411085,1.0209724,1.0902558,1.249663,1.3183162,1.3690459,0,1.3690726,0.98446416,1.1971046,1.3330978,1.0622762,1.1656509
1.1087939,1.2689892,0.94820715,1.0804708,1.1629657,1.2670187,1.2047559,1.2417501,1.1530745,1.2230521,1.251276,1.1338565,0.92332548,1.0601931,1.2379187,1.1452313,1.1573433,1.0661978,1.3690726,0,1.3870357,1.1406721,1.2177993,1.1555641,1.1981148
1.1892244,1.2979958,1.2804001,1.2457599,1.1416136,1.1839081,1.1358034,1.2082364,1.1137038,1.3321014,1.2948681,1.2811271,1.3699287,0.9969712,1.1881445,1.1589705,1.3228885,1.2134684,0.98446416,1.3870357,0,1.1544113,1.2787913,1.2371259,1.2774513
1.196337,1.1333888,1.4272292,1.1309727,1.1413096,1.2745192,1.1922156,1.066929,1.0719949,1.0663983,1.1922156,1.3069218,1.0909113,1.0905778,1.3099577,1.0843544,1.2611469,1.2227339,1.1971046,1.1406721,1.1544113,0,1.2725526,1.1512997,1.0793215
1.1993134,1.1628727,1.243717,1.3004732,1.187888,1.2593424,1.1125003,1.2946984,1.243594,1.1068273,1.3869372,1.3358403,1.085304,1.2985446,1.1144105,1.1701536,1.2738049,1.1758084,1.3330978,1.2177993,1.2787913,1.2725526,0,1.3830205,1.1714565
1.1723712,1.2831608,0.97788292,1.0148364,1.1211825,1.2166518,1.080281,1.224173,1.1112913,1.109627,1.1856415,1.0502036,1.2864929,1.2117587,1.3417024,1.1217972,1.3802103,1.3609814,1.0622762,1.1555641,1.2371259,1.1512997,1.3830205,0,1.2933879
0.97791151,1.275477,1.1400982,1.2052226,0.90146318,0.98051938,1.0696535,1.0563469,1.2575062,1.1917995,1.2264959,1.1892964,1.1329161,1.040775,1.1617148,0.97267621,1.2113441,1.0104121,1.1656509,1.1981148,1.2774513,1.0793215,1.1714565,1.2933879,0
