word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12
οτε,0,0,0,0,0,0,0,0,0,0,0,0,0
οντι,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
κεκμηκασι,0,0,0,0,0,0,0,0.05,0,0,0,0,0
ναυσι,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0
μαχης,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0
συνεστωσης,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0
ουδε,0,0,0,0,0,0,0,0,0,0,0,0,0
συμβεβηκεν,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
τρωας,0,0,0,0,0,0,0,0.05,0,0,0,0,0
ναυσιν,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
αυταις,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
κλισιαις,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
εντος,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0
τειχους,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
γεγονοτας,0,0,0,0,0,0,0,0.05,0,0,0,0,0
ρεια,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
τοις,0,0,0,0,0,0,0,0,0,0,0,0,0
συναπτοντες,0,0,0,0,0,0,0,0.05,0,0,0,0,0
εσχατην,0,0,0,0,0,0,0,0.05,0,0,0,0,0
λεξιν,0,0,0,0,0,0,0,0.05,0,0,0,0,0
ματην,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
επιτηδευουσι,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
μαλλον,0,0,0,0,0,0,0,0,0,0,0,0,0
κεκμηωτας,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
αϋτῃ,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
λογον,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0
εχει,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
τεσσαρεσ,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
γελοιον,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
βρυχασθαι,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
αχιλλεα,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
τε,0,0,0,0,0,0,0,0,0,0,0,0,0
συνεπεια,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
ουδεν,0,0,0,0,0,0,0,0,0,0,0,0,0
ζητει,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
διαγραφεντων,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
αυτων,0,0,0,0,0,0,0,0,0,0,0,0,0
σιδωνιος,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
ηθετηκεναι,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
φησιν,0,0,0,0,0,0,0,0,0,0,0,0,0
αριθμους,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
υστερον,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
περιελειν,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0
οβελους,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
ποιητικον,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
νομισαντ,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
τοιουτο,0,0,0.051282051,0,0,0,0,0,0.023255814,0,0,0,0
επεκδοθεισης,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
προσθετεον,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
δυν,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
αχος,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
ατλητον,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
αρα,0,0,0,0,0,0,0,0,0,0,0,0,0
τρωσι,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
μενεαινων,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0
νυν,0,0,0,0,0,0,0,0,0,0,0,0,0
θυμουμενος,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
σημαινει,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0
παρεισι,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0
δι,0,0,0,0,0,0,0,0,0,0,0,0,0
ομοιως,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0
τωι,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
ανηρ,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
καταθησει,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0
αναγκαιον,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
εκδεχεσθαι,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
δασυνειν,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0
εθος,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
αυτῳ,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
εσθ,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
παραλειπειν,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
αρθρα,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
φιλη,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
μηρ,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0
μητηρ,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0
συνδεσμος,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
ουν,0,0,0,0,0,0,0,0,0,0,0,0,0
βεβαιωτικος,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0
τελειαν,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0
στιγμην,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
διαστο,0,0,0,0,0,0,0.026315789,0,0,0,0,0,0
ανεστραπται,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0
λογ,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
αγανος,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
