word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13
παντα,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
ζητουσι,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
πως,0,0,0,0,0,0,0,0,0,0,0,0.10714286,0,0
παντων,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
πεγινεται,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
υπ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τριων,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0
μονων,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
δεθεις,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
καθ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τη,0,0,0,0,0,0,0,0,0,0,0,0,0,0
εξ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
επιβουλης,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0
ισχυς,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
φανερως,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
κρατειν,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
γυνη,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
παρελεκτο,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0
καειρ,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
λεσβοθεν,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
ηγε,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
δυναται,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
καρινη,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
λεσβια,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
ειναι,0,0,0,0,0,0,0,0,0,0,0,0,0,0
αρα,0,0,0,0,0,0,0,0,0,0,0,0,0,0
λεσβον,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
τοτε,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
καρες,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
κατωκουν,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
εξεναριξεν,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
συντελικως,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
αρτι,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
εμελλε,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0
σκυλευειν,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
επιφερει,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
γουν,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
θωρηκα,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
αγαστροφου,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
ιφθιμοιο,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
γραπτεον,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
παρατατικως,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
σκυλευοντα,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
βαλλει,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
αλεξανδρος,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
ψιλωτεον,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0
ελσαν,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
αιολικωτερα,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0
κλισις,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
εξης,0,0,0,0,0,0,0.085714286,0,0,0,0,0,0,0
μεσοις,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
συνεκλεισαν,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0
οδ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ορθοτονητεον,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0
συνθετον,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0
μεταληψις,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0
κατεχεται,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0
υπο,0,0,0,0,0,0,0,0,0,0,0,0,0,0
προθ,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0
περισπαστεον,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
κατα,0,0,0,0,0,0,0,0,0,0,0,0,0,0
νομον,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0
μονοσυλλαβων,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
αιτιατικων,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
πασα,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
αιτιατικῃ,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
μονοσυλλαβος,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
ληγουσα,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
περισπαται,0.054054054,0,0,0,0,0,0,0,0,0,0,0,0,0
απεστραπται,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
οξυν,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
μουν,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
μναν,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
συν,0,0,0,0,0,0,0,0,0,0,0,0,0,0
μυν,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
ταυτη,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
κλειδα,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
αιτιατικη,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
γενομε,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
κλειν,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
ευθειας,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
οξυνομενης,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
ηρωδιανος,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
πεντεκαιδεκατῳ,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
οτε,0,0,0,0,0,0,0,0,0,0,0,0,0,0
λεοντι,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
ονῳ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
παραβαλλει,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
αιαντα,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046511628
παραβολαι,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
ενεκα,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
γινονται,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
αυξησεως,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
ενεργειας,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
σαφηνειας,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
προσφορον,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
εκατερον,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
διετηρησεν,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
ειπων,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0
φονευοντος,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
δικην,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
πολεμιων,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
αναχωρειν,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
ονον,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
φυσεσι,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0
ζῳων,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
οκνηρον,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
προσφυγην,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0
ταχυ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
μαχην,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
ηρωος,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
δεδηλωκεν,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814
υιος,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0
εοιο,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
πε,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τινος,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0
λογῳ,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
τιθεται,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
προσωπον,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
δει,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
γραφειν,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
εηος,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0
ηγνοηκε,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
λεξιν,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
αγαθου,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
δωτηρες,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
εαων,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
γενικην,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
προειρηται,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0
ειτε,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0
συνθετεον,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
παροξυτονητεον,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
ϊδιοτητα,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
απιθανον,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
αμετρον,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
υπερβολης,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
αιγιδος,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
φοβος,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
επεσεισεν,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0
καιομενον,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
πυρ,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
εκπληξιν,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
τοσαυτην,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
παρεσχεν,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
ωστε,0,0,0,0,0,0,0,0,0,0,0,0,0,0
υφ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
εαυτων,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
ταραχης,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
απολεσθαι,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0
εκτατεον,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0
μετρον,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
υποστικτεον,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
γε,0,0,0,0,0,0,0,0,0,0,0,0,0,0
τελος,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0
στιχου,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
χαλκεον,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
κοινον,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
αμφ,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0
ωμοισι,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
βαλετο,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0
σακους,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0
λαβετον,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
πευστικως,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
λεγηται,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0
παντας,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
αποτεινομενος,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
ηρωας,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0
λεγει,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
αναφορα,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
ιστρον,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
λεγοντα,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
μονους,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
βασιλεις,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0
λεγεσθαι,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
προσαγορευτικη,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
περιοδος,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0
υπερμενεϊ,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0
τελεια,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
κλητικην,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
ασυνδετα,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
καλεουσιν,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
αρ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
