0,0.7661223,0.7928003,0.71892455,0.78170216,0.85961398,0.7307049,0.66852229,0.79239197,0.84491952,0.74506889,0.73941956,0.66723563,0.79502499,0.58284182,0.74485587
0.7661223,0,0.78342847,0.7979222,0.82147909,0.80663035,0.77045131,0.88180061,0.72326821,0.74257011,0.78502214,0.74526441,0.77101842,0.70373604,0.70088776,0.80125368
0.7928003,0.78342847,0,0.78111508,0.80467197,0.91242555,0.76469403,0.81749116,0.86320581,0.81277437,0.84041131,0.86771936,0.65890112,0.7744483,0.70720306,0.81705815
0.71892455,0.7979222,0.78111508,0,0.78573873,0.82494114,0.75142444,0.82602419,0.67970022,0.66504703,0.76063332,0.80892925,0.78000458,0.81595136,0.7872214,0.71952821
0.78170216,0.82147909,0.80467197,0.78573873,0,0.83797163,0.75817421,0.73046026,0.77514435,0.72990773,0.74582934,0.83776321,0.64201705,0.68357345,0.8107783,0.71927446
0.85961398,0.80663035,0.91242555,0.82494114,0.83797163,0,0.67470099,0.82893202,0.78906232,0.71011464,0.7794295,0.90178592,0.73856295,0.74189814,0.78474019,0.76895605
0.7307049,0.77045131,0.76469403,0.75142444,0.75817421,0.67470099,0,0.84598443,0.72385963,0.8092432,0.84567473,0.79752496,0.84278058,0.76140907,0.64223061,0.80354609
0.66852229,0.88180061,0.81749116,0.82602419,0.73046026,0.82893202,0.84598443,0,0.74271186,0.7323625,0.72555366,0.79663528,0.73768839,0.71735384,0.71950059,0.64167218
0.79239197,0.72326821,0.86320581,0.67970022,0.77514435,0.78906232,0.72385963,0.74271186,0,0.78589257,0.82578377,0.74413511,0.68080949,0.64616543,0.75105175,0.69537755
0.84491952,0.74257011,0.81277437,0.66504703,0.72990773,0.71011464,0.8092432,0.7323625,0.78589257,0,0.80085242,0.76019902,0.71322381,0.77243945,0.72779404,0.70968232
0.74506889,0.78502214,0.84041131,0.76063332,0.74582934,0.7794295,0.84567473,0.72555366,0.82578377,0.80085242,0,0.69782033,0.77774292,0.80202128,0.77280034,0.73671516
0.73941956,0.74526441,0.86771936,0.80892925,0.83776321,0.90178592,0.79752496,0.79663528,0.74413511,0.76019902,0.69782033,0,0.92487778,0.80806865,0.7473371,0.64568754
0.66723563,0.77101842,0.65890112,0.78000458,0.64201705,0.73856295,0.84278058,0.73768839,0.68080949,0.71322381,0.77774292,0.92487778,0,0.81706062,0.7286924,0.78333607
0.79502499,0.70373604,0.7744483,0.81595136,0.68357345,0.74189814,0.76140907,0.71735384,0.64616543,0.77243945,0.80202128,0.80806865,0.81706062,0,0.72642533,0.78113108
0.58284182,0.70088776,0.70720306,0.7872214,0.8107783,0.78474019,0.64223061,0.71950059,0.75105175,0.72779404,0.77280034,0.7473371,0.7286924,0.72642533,0,0.60612385
0.74485587,0.80125368,0.81705815,0.71952821,0.71927446,0.76895605,0.80354609,0.64167218,0.69537755,0.70968232,0.73671516,0.64568754,0.78333607,0.78113108,0.60612385,0
