Source,Target,Weight,Type
urn:cts:greekLit:tlg5026.msA.hmt:1.42,3,0.02739726,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,4,0.068493151,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,5,0.02739726,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,6,0.054794521,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,7,0.020547945,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,8,0.02739726,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,9,0.054794521,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,10,0.054794521,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,11,0.034246575,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,12,0.034246575,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,13,0.04109589,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,14,0.047945205,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.42,15,0.054794521,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,0,0.013888889,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,1,0.013888889,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,2,0.041666667,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,3,0.041666667,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,4,0.013888889,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,5,0.055555556,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,6,0.027777778,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,8,0.027777778,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,9,0.041666667,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,10,0.083333333,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,11,0.041666667,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,12,0.055555556,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,13,0.055555556,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,14,0.013888889,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.43,15,0.041666667,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.61,0,0.052631579,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.61,1,0.052631579,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.61,2,0.10526316,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.61,3,0.052631579,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.61,5,0.052631579,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.61,6,0.052631579,undirected
urn:cts:greekLit:tlg5026.msA.hmt:1.61,9,0.052631579,undirected
